timestamp,open,close,volume,low,high
1587758400, 348.95, 348.95, 383525, 348.95, 348.95
1587994200, 356.3999938964844, 357.5199890136719, 13358, 352.3699951171875, 357.5199890136719
1587994260, 356.92999267578125, 357.5400085449219, 483, 356.92999267578125, 357.5400085449219
1587994320, 357.0899963378906, 359.4800109863281, 3638, 356.92999267578125, 359.4800109863281
1587994380, 359.4800109863281, 359.44000244140625, 4422, 357.760009765625, 359.7300109863281
1587994440, 358.5400085449219, 357.680908203125, 2060, 357.680908203125, 359.3800048828125
1587994500, 358.5799865722656, 358.44000244140625, 567, 358.44000244140625, 358.5799865722656
1587994560, 357.3999938964844, 357.75, 5586, 357.3999938964844, 358.8699951171875
1587994620, 357.9800109863281, 358.989990234375, 5066, 357.13800048828125, 359.19000244140625
1587994740, 357.9049987792969, 357.80499267578125, 206, 357.80499267578125, 357.9049987792969
1587994800, 358.260009765625, 359.7250061035156, 3179, 358.260009765625, 359.94000244140625
1587994860, 359.989990234375, 361.3900146484375, 9762, 359.1600036621094, 361.5400085449219
1587994920, 361.510009765625, 361.8299865722656, 7626, 360.4100036621094, 362.79998779296875
1587994980, 361.42999267578125, 360.3800048828125, 3800, 360.3800048828125, 361.739990234375
1587995040, 360.95001220703125, 359.4200134277344, 2778, 359.0, 360.95001220703125
1587995100, 360.1099853515625, 362.3800048828125, 5780, 359.7200012207031, 362.6400146484375
1587995160, 362.4700012207031, 362.0, 4760, 360.5, 362.4700012207031
1587995220, 361.239990234375, 361.55999755859375, 5494, 360.55999755859375, 361.55999755859375
1587995280, 361.1199951171875, 361.4100036621094, 1666, 360.8999938964844, 361.55999755859375
1587995340, 361.5199890136719, 360.7699890136719, 2855, 360.4049987792969, 361.5199890136719
1587995400, 360.3399963378906, 360.3999938964844, 4525, 359.8800048828125, 360.75
1587995460, 360.5, 360.989990234375, 1881, 360.4292907714844, 361.0
1587995520, 360.57000732421875, 360.92999267578125, 4180, 360.0, 360.9800109863281
1587995580, 360.9800109863281, 360.1400146484375, 962, 360.1400146484375, 360.9800109863281
1587995640, 360.3900146484375, 360.95001220703125, 781, 360.3900146484375, 360.95001220703125
1587995700, 360.8900146484375, 360.92999267578125, 1022, 360.510009765625, 360.9964904785156
1587995760, 360.92999267578125, 360.4700012207031, 2504, 359.8500061035156, 360.92999267578125
1587995820, 360.54998779296875, 360.8800048828125, 3930, 360.2974853515625, 361.0899963378906
1587995880, 361.4200134277344, 361.42999267578125, 516, 361.4200134277344, 361.4599914550781
1587995940, 361.4800109863281, 360.9695129394531, 1347, 360.9695129394531, 361.4800109863281
1587996000, 360.95001220703125, 359.42999267578125, 2876, 359.42999267578125, 360.95001220703125
1587996060, 359.5199890136719, 358.94500732421875, 627, 358.94500732421875, 359.9700012207031
1587996120, 359.55999755859375, 359.2099914550781, 1311, 359.2099914550781, 359.9100036621094
1587996180, 359.20001220703125, 358.05499267578125, 2386, 358.05499267578125, 359.3299865722656
1587996240, 358.04998779296875, 358.04998779296875, 320, 358.04998779296875, 358.04998779296875
1587996300, 358.0400085449219, 357.6400146484375, 628, 357.6400146484375, 358.0400085449219
1587996420, 357.45001220703125, 357.29998779296875, 364, 357.29998779296875, 357.45001220703125
1587996480, 357.4700012207031, 357.5, 3360, 357.3699951171875, 357.7799987792969
1587996540, 357.07000732421875, 356.57000732421875, 796, 356.57000732421875, 357.07000732421875
1587996600, 357.3500061035156, 357.3999938964844, 1962, 357.1199951171875, 357.3999938964844
1587996660, 357.1000061035156, 358.4800109863281, 2185, 357.0899963378906, 358.4800109863281
1587996780, 358.3800048828125, 359.0400085449219, 2573, 358.0, 359.0400085449219
1587996900, 358.9800109863281, 358.4100036621094, 2142, 358.4100036621094, 359.1099853515625
1587996960, 358.7699890136719, 358.7699890136719, 111, 358.7699890136719, 358.7699890136719
1587997020, 358.6236877441406, 359.6600036621094, 1311, 358.55999755859375, 359.6600036621094
1587997080, 358.9700012207031, 358.9700012207031, 102, 358.9700012207031, 358.9700012207031
1587997140, 359.4800109863281, 359.1499938964844, 3206, 359.010009765625, 359.489990234375
1587997200, 359.1099853515625, 359.2900085449219, 1235, 359.1000061035156, 359.8949890136719
1587997260, 359.3900146484375, 359.6300048828125, 1179, 359.3800048828125, 359.6300048828125
1587997380, 359.04998779296875, 359.79998779296875, 1307, 358.9100036621094, 359.79998779296875
1587997440, 359.7161865234375, 359.9599914550781, 2155, 359.25, 359.9599914550781
1587997560, 359.6499938964844, 359.6499938964844, 126, 359.6499938964844, 359.6499938964844
1587997620, 359.2699890136719, 359.1300048828125, 1541, 359.1199951171875, 359.2699890136719
1587997680, 358.70001220703125, 359.04998779296875, 2613, 358.70001220703125, 359.4800109863281
1587997740, 359.0783996582031, 359.0783996582031, 857, 359.0783996582031, 359.0783996582031
1587997800, 359.5, 359.510009765625, 611, 359.5, 359.6499938964844
1587997860, 359.8999938964844, 359.92999267578125, 424, 359.739990234375, 359.95001220703125
1587997920, 359.95001220703125, 360.0315856933594, 1803, 359.6700134277344, 360.0315856933594
1587997980, 359.98419189453125, 360.25, 1085, 359.98419189453125, 360.4150085449219
1587998040, 359.8299865722656, 359.8900146484375, 1072, 359.7900085449219, 359.989990234375
1587998100, 360.3949890136719, 360.29998779296875, 762, 360.29998779296875, 360.489990234375
1587998160, 360.44000244140625, 360.9100036621094, 2707, 360.44000244140625, 361.04998779296875
1587998220, 360.8299865722656, 360.75, 1334, 360.67999267578125, 360.92999267578125
1587998280, 360.5299987792969, 361.0799865722656, 2039, 360.510009765625, 361.1199951171875
1587998340, 361.0129089355469, 361.14239501953125, 863, 360.93499755859375, 361.14239501953125
1587998400, 360.9186096191406, 361.04998779296875, 779, 360.9186096191406, 361.04998779296875
1587998460, 360.8900146484375, 360.9822082519531, 1380, 360.7699890136719, 361.0350036621094
1587998520, 360.7774963378906, 360.6400146484375, 1522, 360.5, 360.7842102050781
1587998580, 360.9100036621094, 360.9100036621094, 504, 360.9100036621094, 360.9100036621094
1587998640, 360.7300109863281, 360.831787109375, 572, 360.6050109863281, 360.831787109375
1587998700, 360.3699951171875, 360.5, 541, 360.2200012207031, 360.57501220703125
1587998760, 360.3699951171875, 360.5299072265625, 292, 360.3699951171875, 360.5299072265625
1587998820, 360.0299987792969, 360.0299987792969, 580, 360.0299987792969, 360.0299987792969
1587998880, 360.2300109863281, 359.6400146484375, 1225, 359.6400146484375, 360.2300109863281
1587998940, 359.67999267578125, 359.5199890136719, 806, 359.5199890136719, 359.67999267578125
1587999000, 359.3299865722656, 359.45001220703125, 408, 359.3299865722656, 359.45001220703125
1587999060, 359.45001220703125, 359.69000244140625, 1036, 359.45001220703125, 359.69000244140625
1587999120, 359.95001220703125, 360.19000244140625, 2126, 359.82000732421875, 360.19000244140625
1587999180, 360.19000244140625, 359.8599853515625, 1132, 359.8599853515625, 360.19000244140625
1587999300, 360.0, 360.1000061035156, 738, 359.8699951171875, 360.1000061035156
1587999420, 359.9700012207031, 359.57000732421875, 1661, 359.57000732421875, 360.0150146484375
1587999480, 359.7699890136719, 359.510009765625, 679, 359.44000244140625, 359.7699890136719
1587999600, 359.0400085449219, 359.1000061035156, 338, 359.0400085449219, 359.1000061035156
1587999660, 358.9800109863281, 358.9800109863281, 354, 358.9800109863281, 358.9800109863281
1587999720, 359.1700134277344, 359.2699890136719, 1676, 359.1438903808594, 359.2699890136719
1587999780, 359.44000244140625, 359.57000732421875, 418, 359.44000244140625, 359.57000732421875
1587999840, 359.8800048828125, 359.8900146484375, 227, 359.8800048828125, 359.8900146484375
1587999900, 359.8900146484375, 359.8349914550781, 3527, 359.8349914550781, 360.0799865722656
1587999960, 359.3599853515625, 359.3599853515625, 1270, 359.3599853515625, 359.3599853515625
1588000260, 359.3900146484375, 359.3900146484375, 620, 359.3900146484375, 359.3900146484375
1588000320, 359.6199951171875, 359.6199951171875, 234, 359.6199951171875, 359.6199951171875
1588000380, 359.3999938964844, 359.3999938964844, 555, 359.3999938964844, 359.3999938964844
1588000440, 359.1000061035156, 358.3800048828125, 1685, 358.3800048828125, 359.1000061035156
1588000560, 358.3900146484375, 358.6400146484375, 1124, 358.3900146484375, 358.6499938964844
1588000680, 358.75, 359.0, 1095, 358.75, 359.2300109863281
1588000740, 359.29998779296875, 359.125, 393, 359.125, 359.29998779296875
1588000860, 358.8800048828125, 359.1600036621094, 1541, 358.8800048828125, 359.1600036621094
1588000980, 359.1499938964844, 359.114990234375, 413, 359.114990234375, 359.1499938964844
1588001040, 358.9150085449219, 359.0, 1363, 358.7300109863281, 359.0400085449219
1588001100, 359.25, 359.0622863769531, 549, 359.0622863769531, 359.25
1588001160, 358.9100036621094, 358.9100036621094, 506, 358.9100036621094, 358.9100036621094
1588001340, 359.0799865722656, 358.41949462890625, 2699, 358.41949462890625, 359.0799865722656
1588001400, 358.5367126464844, 358.5367126464844, 1082, 358.5367126464844, 358.5367126464844
1588001460, 358.45001220703125, 358.4150085449219, 1036, 358.4150085449219, 358.45001220703125
1588001520, 358.16448974609375, 358.6400146484375, 806, 358.16448974609375, 358.6400146484375
1588001580, 358.1300048828125, 358.4100036621094, 1727, 357.7300109863281, 358.4100036621094
1588001640, 358.75, 358.7699890136719, 622, 358.75, 358.7699890136719
1588001700, 358.760009765625, 358.510009765625, 556, 358.510009765625, 358.760009765625
1588001820, 358.4100036621094, 358.6099853515625, 554, 358.4100036621094, 358.6199951171875
1588001880, 358.4200134277344, 358.6700134277344, 802, 358.4200134277344, 358.6700134277344
1588001940, 358.3900146484375, 358.3900146484375, 202, 358.3900146484375, 358.3900146484375
1588002060, 358.760009765625, 358.760009765625, 117, 358.760009765625, 358.760009765625
1588002120, 358.7550048828125, 358.69000244140625, 1247, 358.57000732421875, 358.7550048828125
1588002180, 358.69500732421875, 358.8599853515625, 428, 358.69500732421875, 358.8599853515625
1588002240, 358.8349914550781, 358.8349914550781, 476, 358.8349914550781, 358.8349914550781
1588002300, 358.6600036621094, 358.6600036621094, 542, 358.6600036621094, 358.6600036621094
1588002420, 358.6700134277344, 358.6700134277344, 218, 358.6700134277344, 358.6700134277344
1588002480, 358.5299987792969, 358.3299865722656, 1169, 358.3299865722656, 358.5299987792969
1588002540, 358.2300109863281, 358.2200012207031, 300, 358.2200012207031, 358.2300109863281
1588002600, 358.2300109863281, 358.3599853515625, 2238, 358.2300109863281, 358.5
1588002780, 358.25, 358.4599914550781, 626, 358.25, 358.4599914550781
1588002900, 358.4200134277344, 358.4200134277344, 103, 358.4200134277344, 358.4200134277344
1588002960, 358.42999267578125, 358.2300109863281, 607, 358.2300109863281, 358.42999267578125
