BBupper,BBlower,TargetTime,MACD_hist,slowD,slowK,BBmiddle,StockID,OperationTime
53.46827541856242,44.63422549696492,1587994200.0,1.3939489782537946,95.39876424146435,92.78776408071622,49.05125045776367,AMD,1589034402
54.43150293431638,44.85474813379886,1587735000.0,1.3218971132191017,92.70824632684293,89.5512513771955,49.64312553405762,AMD,1589034402
54.82019554981307,45.25855506053849,1587648600.0,0.9353525019533779,85.63939525404555,74.57917030422492,50.03937530517578,AMD,1589034402
55.48953612450546,45.59671418067032,1587562200.0,0.8197361044605169,77.98283600101563,69.81808632162642,50.54312515258789,AMD,1589034402
56.11719560640785,46.271554946723256,1587475800.0,0.6853955903170683,70.03191648008259,65.6984928143964,51.19437527656555,AMD,1589034402
56.627408225582656,47.32634238476891,1587389400.0,0.5639443661616359,69.05851102272004,71.6589539321373,51.97687530517578,AMD,1589034402
57.06676539637908,48.38698521397248,1587130200.0,0.45756792529499,69.13877221393774,70.05886989527951,52.72687530517578,AMD,1589034402
57.033580233328216,50.03517014814151,1587043800.0,0.2828485173007338,68.70741619790316,64.40442476629266,53.53437519073486,AMD,1589034402
57.05458243425916,50.78166787091662,1586957400.0,0.01828641671440767,62.41112341701206,52.77007558946403,53.91812515258789,AMD,1589034402
56.93395935699588,51.50604070022458,1586871000.0,-0.25174612058540546,50.338555792726645,33.84116702242327,54.22000002861023,AMD,1589034402
56.87566305859625,51.70058701769769,1586784600.0,-0.5896118562972417,34.82633429598211,17.867760276059062,54.28812503814697,AMD,1589034402
196.90251713241076,184.52498073135877,1588339800.0,2.128152896838169,75.59031397370303,74.48711201368235,190.71374893188477,BABA,1589034402
198.736768835156,185.62572849455591,1588253400.0,2.44931888962412,75.67003108802463,80.96091924696849,192.18124866485596,BABA,1589034402
200.4404450343945,187.90080252419926,1588167000.0,2.7598807942696766,81.78395020588086,89.90381935699172,194.17062377929688,BABA,1589034402
203.16114770417627,188.54385031218115,1588080600.0,3.111425586798293,88.04833628461692,93.28027024989052,195.8524990081787,BABA,1589034402
204.90854710393398,189.41395121759922,1587994200.0,2.9749318197947012,90.96766208479033,89.71889664748876,197.1612491607666,BABA,1589034402
206.73882569814728,189.68492231821014,1587735000.0,2.902424514803053,89.42147172181664,85.26524826807066,198.2118740081787,BABA,1589034402
207.79546670242493,190.9720313139325,1587648600.0,2.393680502293962,82.69745432342278,73.1082180547089,199.3837490081787,BABA,1589034402
209.05299182460254,192.05075649693066,1587562200.0,2.1056153889376454,76.88807162861836,72.2907485630755,200.5518741607666,BABA,1589034402
209.64376748636667,192.80498205586966,1587475800.0,1.4977468676684755,68.64031234683578,60.52197042272292,201.22437477111816,BABA,1589034402
209.93782603450157,194.61092388920449,1587389400.0,0.9629431655592557,59.91293883373405,46.92609751540375,202.27437496185303,BABA,1589034402
210.04123783476354,196.35626315705775,1587130200.0,0.5131777659918408,45.14032389070048,27.972903733974785,203.19875049591064,BABA,1589034402
209.56569204602258,198.58680810656531,1587043800.0,0.019780842995862358,30.20583406849265,15.718500956099417,204.07625007629395,BABA,1589034402
209.86651993570675,199.56723021688114,1586957400.0,0.04114176421658566,22.36629014355727,23.4074657405976,204.71687507629395,BABA,1589034402
209.89502994993805,200.122469973768,1586871000.0,-0.22744395174153542,21.290601378558293,24.745837438977862,205.00874996185303,BABA,1589034402
209.98456202167574,199.8454379020303,1586784600.0,-0.9286462200517356,24.073641132259777,24.06762021720387,204.91499996185303,BABA,1589034402
46.98853202952465,40.523968256577646,1588339800.0,1.0913051777941662,82.845435876351,81.33831454809074,43.75625014305115,KO,1589034402
47.55256028363354,41.28743986895435,1588253400.0,1.1267702160933175,81.98607248253694,81.75704083409578,44.420000076293945,KO,1589034402
47.715178659869935,42.381071397350524,1588167000.0,1.0233329581634263,79.64722252681486,75.84631219825802,45.04812502861023,KO,1589034402
47.80419216469818,43.248307606419985,1588080600.0,0.8869782400338952,77.18801973837869,73.96070618278226,45.52624988555908,KO,1589034402
48.043421228034084,43.81532863845151,1587994200.0,0.8289301195414149,72.04252090208315,66.3205443252092,45.9293749332428,KO,1589034402
48.14402341782262,43.994726181634164,1587735000.0,0.6622104029084854,61.46397655159628,44.1106791467974,46.069374799728394,KO,1589034402
48.1389521287027,44.321047432607116,1587648600.0,0.458858870571345,47.2296482037884,31.257721139358623,46.22999978065491,KO,1589034402
48.16105554769016,44.383944051766626,1587562200.0,0.3346968347705094,30.997005961590798,17.622617598616387,46.272499799728394,KO,1589034402
48.16731563763264,44.480183923677174,1587475800.0,0.20784111420294216,23.256519985130897,20.88922121741771,46.32374978065491,KO,1589034402
48.04765879846462,45.013590934506574,1587389400.0,0.1473765305645769,20.13052668714163,21.879741245390818,46.530624866485596,KO,1589034402
48.070499243808044,45.344500241207825,1587130200.0,0.19453772865656893,25.428425465994383,33.51631393517466,46.707499742507935,KO,1589034402
48.032727483646696,45.74602198229569,1587043800.0,0.21753475260028288,34.65453646130629,48.567554203353446,46.88937473297119,KO,1589034402
48.06064493086009,45.77435463044972,1586957400.0,0.25048785113058025,48.81104662727798,64.34927174330589,46.91749978065491,KO,1589034402
48.045319820884345,45.712179873939874,1586871000.0,0.18463662171936435,57.16796228983379,58.58706092284209,46.87874984741211,KO,1589034402
47.918330065136125,45.5616694771002,1586784600.0,0.11987647611140428,57.66809310860515,50.067946659667506,46.739999771118164,KO,1589034402
103.28317691766868,92.2680744937693,1588339800.0,2.253921886386837,65.21405855750795,71.32817020601912,97.775625705719,DIS,1589034402
103.96080595649309,94.09669488274031,1588253400.0,2.3591453373730724,72.4200309462239,78.7449497066299,99.0287504196167,DIS,1589034402
103.77464235699662,96.48410855853072,1588167000.0,2.1745399286806855,75.35356919549675,75.98758767384122,100.12937545776367,DIS,1589034402
104.00625200099351,96.73999815159438,1588080600.0,1.8965970067739577,75.79875849885445,72.66373811609223,100.37312507629395,DIS,1589034402
104.67919014169478,96.80455924795366,1587994200.0,1.9507531436738748,74.06124429958868,73.53240710883254,100.74187469482422,DIS,1589034402
104.32648626044742,96.76976331993588,1587735000.0,1.6326950731854564,69.78580164914266,63.16125972250317,100.54812479019165,DIS,1589034402
104.43091049531382,97.18283900877553,1587648600.0,1.2634086553872041,62.09677987087358,49.596672781285015,100.80687475204468,DIS,1589034402
104.4960575059547,97.26644134963612,1587562200.0,1.016976555934805,46.46150707441249,26.62658871944926,100.88124942779541,DIS,1589034402
104.5981275552264,97.71437149109929,1587475800.0,0.8300682047222847,32.4303044659406,21.0676518970875,101.15624952316284,DIS,1589034402
104.59153610512259,98.50471347526071,1587389400.0,0.6998615359805545,23.361888944561894,22.391426217148886,101.54812479019165,DIS,1589034402
105.09986279949736,99.13263632312227,1587130200.0,0.909091105293335,29.669801575869784,45.55032661337293,102.11624956130981,DIS,1589034402
105.14868107894426,100.6250682725572,1587043800.0,1.0168136061362874,42.58643608338509,59.817555419633415,102.88687467575073,DIS,1589034402
106.7257967565976,100.63170236602203,1586957400.0,1.428834928530073,63.11481398148907,83.97655991146082,103.67874956130981,DIS,1589034402
107.26906853909948,100.95218104128382,1586871000.0,1.3596183424856636,73.2569198708839,75.97664428155745,104.11062479019165,DIS,1589034402
107.46027010580039,101.31472951272988,1586784600.0,1.081836178929714,76.66172098072911,70.03195874916902,104.38749980926514,DIS,1589034402
2035.6969225091857,1881.9355390386659,1588339800.0,27.373844361835832,94.22213084622075,96.42597509916625,1958.8162307739258,AMZN,1589034402
2090.79062971886,1881.4955946463742,1588253400.0,37.70665441021811,94.85503359265545,95.92302678345708,1986.1431121826172,AMZN,1589034402
2139.2689943370683,1883.6234769764083,1588167000.0,43.54374040770962,96.1424987178288,96.07849427086306,2011.4462356567383,AMZN,1589034402
2198.8235557006014,1882.5801613404142,1588080600.0,51.017483429058586,95.42575232598716,94.2757359236413,2040.7018585205078,AMZN,1589034402
2243.185990081177,1899.3627312322997,1587994200.0,50.476567705856404,93.31645134912571,89.59512385287275,2071.2743606567383,AMZN,1589034402
2284.2901117697193,1913.0236241921948,1587735000.0,48.131286641033256,90.18200508291017,86.67515547221642,2098.656867980957,AMZN,1589034402
2311.3405212669136,1939.4757323951956,1587648600.0,39.301235147786585,85.39250484201733,79.9072352009628,2125.4081268310547,AMZN,1589034402
2339.748545986078,1961.0102125588435,1587562200.0,33.216606453982365,81.51899279231718,77.97458770377226,2150.379379272461,AMZN,1589034402
2369.357515496351,1987.6174906071647,1587475800.0,29.13367253918109,78.6179454514973,77.97201344975686,2178.487503051758,AMZN,1589034402
2394.8769166641564,2024.9130918807655,1587389400.0,24.845431530025564,79.20166447197204,81.65839226238698,2209.895004272461,AMZN,1589034402
2411.185776571773,2065.7504874663127,1587130200.0,17.725520855162216,78.50099467436831,75.8725783109611,2238.468132019043,AMZN,1589034402
2414.4558211260605,2113.4167069501113,1587043800.0,7.395865755876613,70.41583197647763,53.71652535608478,2263.936264038086,AMZN,1589034402
2423.072750073976,2151.6897773918445,1586957400.0,3.272252858440453,58.297916512315474,45.30464586990053,2287.38126373291,AMZN,1589034402
2438.756452508585,2193.806078008993,1586871000.0,5.969646967935503,52.424152827699515,58.25128725711323,2316.281265258789,AMZN,1589034402
2432.262774939041,2230.67976046135,1586784600.0,-5.671951024176579,53.25400544622865,56.2060832116722,2331.4712677001953,AMZN,1589034402
25.822170013213835,21.794080263351717,1588339800.0,0.5061152367098993,79.28694461027779,66.13425375647184,23.808125138282776,BILI,1589034402
26.231813190949502,22.29568696163839,1588253400.0,0.5307759107042956,68.43605678018267,59.58274577183763,24.263750076293945,BILI,1589034402
26.63818571397737,22.869314457684006,1588167000.0,0.5567048440265718,63.22315491412822,63.952465214075154,24.75375008583069,BILI,1589034402
27.16188195577979,23.168118206344843,1588080600.0,0.5846296429924128,66.1807457599797,75.00702629402626,25.165000081062317,BILI,1589034402
27.653063311501835,23.443186745718624,1587994200.0,0.5816528699053252,73.5699298999188,81.75029819165495,25.54812502861023,BILI,1589034402
28.18402500562575,23.742224975300765,1587735000.0,0.5874941215875584,81.13835230229967,86.65773242121772,25.963124990463257,BILI,1589034402
28.432355416273538,24.301394450212058,1587648600.0,0.4829834376949046,83.50399260340579,82.10394719734464,26.366874933242798,BILI,1589034402
28.881978112402223,24.756771963891723,1587562200.0,0.4885446102257499,84.45088690864473,84.59098110737175,26.819375038146973,BILI,1589034402
28.98731332657062,25.22518676879681,1587475800.0,0.3179080940436405,79.03050131991056,70.39657565501516,27.106250047683716,BILI,1589034402
29.048156549885753,25.62434358362865,1587389400.0,0.16758467078075734,70.12009664030107,55.37273315851618,27.336250066757202,BILI,1589034402
29.07990640462041,26.003843604916334,1587130200.0,0.05280756822069077,52.66749571377631,32.23317832779748,27.54187500476837,BILI,1589034402
28.992345465157452,26.447654353644428,1587043800.0,-0.07974201705160255,35.73403716037882,19.596199994822673,27.71999990940094,BILI,1589034402
29.00137793659292,26.71362197757639,1586957400.0,-0.1173833817520249,24.24814081272216,20.91504411554621,27.857499957084656,BILI,1589034402
29.010141297472327,26.81735856901327,1586871000.0,-0.16796414272564353,20.01616514529014,19.537251325501426,27.913749933242798,BILI,1589034402
29.070194490769712,26.624805204054507,1586784600.0,-0.3435978696969266,19.279632472872446,17.38660197756958,27.84749984741211,BILI,1589034402
332.92278335103714,304.33096649637497,1588339800.0,3.439108947408821,70.38074467709664,72.71179296754052,318.62687492370605,NTES,1589034402
334.630212606191,309.7235357153422,1588253400.0,3.6473775010927354,71.70279505003727,78.52456603138023,322.1768741607666,NTES,1589034402
337.95615768817595,312.7750930747635,1588167000.0,4.086079405950228,80.09959468394355,89.06242505290986,325.3656253814697,NTES,1589034402
343.1742530722865,312.3544983010045,1588080600.0,4.919611826556467,86.14554509274772,90.84964419395305,327.7643756866455,NTES,1589034402
345.5931608134069,315.0280931538783,1587994200.0,4.289004368143631,88.12193012153354,84.45372111773769,330.3106269836426,NTES,1589034402
347.7879363844515,316.6945655991911,1587735000.0,3.642112157362119,82.46470452103283,72.09074825140772,332.2412509918213,NTES,1589034402
348.4986671877198,321.3650832700439,1587648600.0,2.715787679914352,71.01926893928272,56.513337448702735,334.93187522888184,NTES,1589034402
349.37256424101224,325.71118743745456,1587562200.0,2.2119045557771724,61.7129728033021,56.53483270979581,337.5418758392334,NTES,1589034402
349.9864741829283,327.83477673259904,1587475800.0,1.3508874064593028,54.46011002668592,50.33215992155916,338.9106254577637,NTES,1589034402
351.06075259448005,329.95674923657464,1587389400.0,1.067516270108066,51.14570343237933,46.57011766578298,340.50875091552734,NTES,1589034402
353.4320620986182,331.10043912208494,1587130200.0,1.426655233458911,49.30502429351299,51.01279529319681,342.26625061035156,NTES,1589034402
354.55624191334203,333.5225086970095,1587043800.0,1.1351370526061562,50.90019954424906,55.11768567376737,344.0393753051758,NTES,1589034402
355.63190460321545,334.4193458545482,1586957400.0,0.8237424117414562,55.365880520337775,59.967160594049126,345.02562522888184,NTES,1589034402
355.6817290649654,336.61827017209515,1586871000.0,-0.023648449269529692,53.52230726192071,45.48207551794561,346.1499996185303,NTES,1589034402
355.6802490513463,336.6222488124232,1586784600.0,-1.877272494536669,44.62120758658997,28.414386647775128,346.15124893188477,NTES,1589034402
1191.8617186080298,1093.7682710159936,1588339800.0,22.361990789930545,87.21730442726539,91.55971791096819,1142.8149948120117,GOOG,1589034402
1209.365043740163,1100.8787001563214,1588253400.0,25.209526190021606,89.64586677185093,92.82310856556546,1155.1218719482422,GOOG,1589034402
1221.7518849298292,1114.2231059148974,1588167000.0,25.570153656030094,92.4016083912088,92.82199869709272,1167.9874954223633,GOOG,1589034402
1233.7147004437436,1118.386541621686,1588080600.0,24.790076862644007,92.4111669532222,91.58839359700839,1176.0506210327148,GOOG,1589034402
1247.1607149010974,1127.5355283850354,1587994200.0,24.477917649575186,91.94513800195313,91.42502171175823,1187.3481216430664,GOOG,1589034402
1256.2420133775126,1131.5617280775655,1587735000.0,22.09537176612324,89.80119423310538,86.39016739054948,1193.901870727539,GOOG,1589034402
1259.1690638885734,1141.8384281768563,1587648600.0,16.34349645242476,80.96844553241965,65.09014749495121,1200.5037460327148,GOOG,1589034402
1266.5517164760274,1149.004527420457,1587562200.0,14.943312198785373,69.70291356599759,57.628425812492054,1207.7781219482422,GOOG,1589034402
1274.6311419472318,1155.1126019492526,1587475800.0,14.154908773054895,60.986094491189185,60.23971016612426,1214.8718719482422,GOOG,1589034402
1280.1962522985696,1171.2587495324851,1587389400.0,13.114460591355506,65.50807502397127,78.65608909329748,1225.7275009155273,GOOG,1589034402
1283.8175668347135,1187.0174398791537,1587130200.0,11.530336137952506,73.15882220656941,80.58066736028648,1235.4175033569336,GOOG,1589034402
1276.8959659215186,1210.912795675161,1587043800.0,7.187365301023853,73.79246627578146,62.14064237376044,1243.9043807983398,GOOG,1589034402
1290.810055820256,1216.3186978418535,1586957400.0,10.900406629075206,68.90176046264544,63.983971653889405,1253.5643768310547,GOOG,1589034402
1303.3057730605146,1224.0917336533525,1586871000.0,13.021348286346642,65.13736942742247,69.2874942546176,1263.6987533569336,GOOG,1589034402
1309.9040362419548,1231.2847149787483,1586784600.0,11.755228320912991,72.6393043868572,84.64644725206466,1270.5943756103516,GOOG,1589034402
57.84648615113404,50.728514611805416,1588339800.0,1.080715415686496,72.30972672762118,68.67898438673326,54.28750038146973,INTC,1589034402
58.35678665718886,52.07196385779527,1588253400.0,1.1226541684903664,70.17200722196488,74.13176020722433,55.214375257492065,INTC,1589034402
58.691327579961374,52.898672572626516,1588167000.0,0.9765905503418898,74.18585437019301,79.74681851662143,55.795000076293945,INTC,1589034402
59.311488847320334,53.32726122897361,1588080600.0,0.95488545488729,80.00575882957695,86.13869776488501,56.31937503814697,INTC,1589034402
59.72535154909848,54.05089881329776,1587994200.0,0.8601156560582528,81.66607110225806,79.11269702526768,56.88812518119812,INTC,1589034402
59.98142355088264,54.249826735219656,1587735000.0,0.6746946806800261,78.88931257698432,71.41654294080023,57.11562514305115,INTC,1589034402
59.96860113711402,54.76139935879662,1587648600.0,0.3359766826051266,64.52930122232341,43.058663700902294,57.36500024795532,INTC,1589034402
60.288178921640736,55.018071173726696,1587562200.0,0.33680919774312046,52.11327211647347,41.864609707717825,57.653125047683716,INTC,1589034402
60.44839131321818,55.47285903010457,1587475800.0,0.2433296040753179,42.124958762946456,41.45160288021919,57.96062517166138,INTC,1589034402
60.36374981298554,56.48000018701446,1587389400.0,0.176769053455903,46.78639969784993,57.0429865056127,58.421875,INTC,1589034402
60.38530970419596,57.09844063912679,1587130200.0,0.12952933305344638,50.716831433539234,53.65590491478573,58.74187517166138,INTC,1589034402
60.16560010149948,57.89565010830887,1587043800.0,0.037230005105509445,54.26521727330271,52.096760399509606,59.030625104904175,INTC,1589034402
60.54531984600081,57.93718023029314,1586957400.0,0.1620344384796819,57.16844764468808,65.75267761976879,59.24125003814697,INTC,1589034402
60.636427606480574,58.04357222185805,1586871000.0,0.10521158493583216,62.23366796741421,68.85156588296415,59.33999991416931,INTC,1589034402
60.61758495596237,57.8736650821846,1586784600.0,-0.10674688434302038,65.56994340796136,62.10558672115105,59.245625019073486,INTC,1589034402
